,CustomerID,cutoff_time,total,label
0,13313.0,2011-03-01,0.0,0
1,18097.0,2011-03-01,0.0,0
2,16656.0,2011-03-01,589.248,1
3,16875.0,2011-03-01,0.0,0
4,13094.0,2011-03-01,115.434,0
5,17315.0,2011-03-01,1222.5345,1
6,14606.0,2011-03-01,2056.7415,1
7,15379.0,2011-03-01,613.536,1
8,16255.0,2011-03-01,0.0,0
9,13319.0,2011-03-01,664.3559999999999,1
10,16282.0,2011-03-01,0.0,0
11,13963.0,2011-03-01,0.0,0
12,12957.0,2011-03-01,545.3415,1
13,14462.0,2011-03-01,386.99099999999993,0
14,17841.0,2011-03-01,2402.7299999999987,1
15,17188.0,2011-03-01,0.0,0
16,15039.0,2011-03-01,3246.242999999998,1
17,17428.0,2011-03-01,1497.6554999999992,1
18,14210.0,2011-03-01,0.0,0
19,14180.0,2011-03-01,1393.1775000000002,1
20,16029.0,2011-03-01,4589.442000000001,1
21,17975.0,2011-03-01,805.2990000000001,1
22,13397.0,2011-03-01,0.0,0
23,13680.0,2011-03-01,0.0,0
24,12483.0,2011-03-01,0.0,0
25,15164.0,2011-03-01,0.0,0
26,17457.0,2011-03-01,0.0,0
27,14732.0,2011-03-01,776.9519999999999,1
28,16814.0,2011-03-01,709.8795000000001,1
29,16725.0,2011-03-01,0.0,0
30,14221.0,2011-03-01,0.0,0
31,14553.0,2011-03-01,0.0,0
32,13253.0,2011-03-01,0.0,0
33,15373.0,2011-03-01,290.7464999999999,0
34,16241.0,2011-03-01,0.0,0
35,15808.0,2011-03-01,0.0,0
36,17389.0,2011-03-01,379.86299999999994,0
37,15973.0,2011-03-01,0.0,0
38,13126.0,2011-03-01,874.6815,1
39,15498.0,2011-03-01,1899.018,1
40,15235.0,2011-03-01,0.0,0
41,17675.0,2011-03-01,1853.5275000000001,1
42,16145.0,2011-03-01,0.0,0
43,13694.0,2011-03-01,13347.212999999994,1
44,13798.0,2011-03-01,5698.1759999999995,1
45,12578.0,2011-03-01,0.0,0
46,12782.0,2011-03-01,685.608,1
47,15002.0,2011-03-01,0.0,0
48,14189.0,2011-03-01,514.5525,1
49,12921.0,2011-03-01,1566.7904999999998,1
50,12494.0,2011-03-01,0.0,0
51,12395.0,2011-03-01,538.7249999999999,1
52,15841.0,2011-03-01,0.0,0
53,12683.0,2011-03-01,2653.3319999999994,1
54,15311.0,2011-03-01,10336.837500000005,1
55,12471.0,2011-03-01,1439.6249999999998,1
56,16112.0,2011-03-01,0.0,0
57,15769.0,2011-03-01,21437.46,1
58,16719.0,2011-03-01,0.0,0
59,13089.0,2011-03-01,7128.511499999998,1
60,14911.0,2011-03-01,11637.532499999998,1
61,18109.0,2011-03-01,440.517,0
62,13629.0,2011-03-01,0.0,0
63,16600.0,2011-03-01,184.13999999999993,0
64,13715.0,2011-03-01,226.8585,0
65,14527.0,2011-03-01,558.1125,1
66,13767.0,2011-03-01,-26.9775,0
67,15661.0,2011-03-01,0.0,0
68,16353.0,2011-03-01,289.938,0
69,16532.0,2011-03-01,0.0,0
70,17511.0,2011-03-01,11861.849999999995,1
71,12681.0,2011-03-01,2364.136499999999,1
72,16316.0,2011-03-01,1358.0324999999993,1
73,16033.0,2011-03-01,1030.557,1
74,15984.0,2011-03-01,375.53999999999996,0
75,13199.0,2011-03-01,1123.254,1
76,14739.0,2011-03-01,0.0,0
77,15093.0,2011-03-01,-6.236999999999999,0
78,15266.0,2011-03-01,0.0,0
79,14653.0,2011-03-01,0.0,0
80,15358.0,2011-03-01,1694.5499999999997,1
81,16771.0,2011-03-01,1162.1445,1
82,12682.0,2011-03-01,791.0100000000002,1
83,17585.0,2011-03-01,171.13799999999998,0
84,15046.0,2011-03-01,0.0,0
85,12585.0,2011-03-01,0.0,0
86,17213.0,2011-03-01,-10.395,0
87,13082.0,2011-03-01,1165.725,1
88,13081.0,2011-03-01,3840.044999999998,1
89,15464.0,2011-03-01,0.0,0
90,15034.0,2011-03-01,391.89149999999995,0
91,15298.0,2011-03-01,602.844,1
92,12748.0,2011-03-01,1646.6009999999994,1
93,13225.0,2011-03-01,583.5060000000001,1
94,14045.0,2011-03-01,0.0,0
95,18226.0,2011-03-01,706.2825000000001,1
96,13097.0,2011-03-01,1448.7329999999995,1
97,18062.0,2011-03-01,0.0,0
98,17949.0,2011-03-01,3280.365,1
99,15271.0,2011-03-01,0.0,0
100,12415.0,2011-03-01,27320.931000000004,1
101,13458.0,2011-03-01,-4.8675,0
102,14135.0,2011-03-01,0.0,0
103,14680.0,2011-03-01,3437.7915000000003,1
104,12503.0,2011-03-01,0.0,0
105,17368.0,2011-03-01,321.618,0
106,14618.0,2011-03-01,0.0,0
107,14258.0,2011-03-01,1620.432,1
108,15719.0,2011-03-01,842.2424999999998,1
109,13368.0,2011-03-01,970.1999999999999,1
110,12386.0,2011-03-01,0.0,0
111,17634.0,2011-03-01,745.2389999999997,1
112,15823.0,2011-03-01,0.0,0
113,16676.0,2011-03-01,0.0,0
114,14299.0,2011-03-01,0.0,0
115,12841.0,2011-03-01,445.3349999999999,0
116,16424.0,2011-03-01,0.0,0
117,18283.0,2011-03-01,0.0,0
118,12735.0,2011-03-01,0.0,0
119,13764.0,2011-03-01,0.0,0
120,13576.0,2011-03-01,544.896,1
121,13093.0,2011-03-01,433.2074999999999,0
122,13599.0,2011-03-01,909.2655,1
123,18041.0,2011-03-01,949.3605,1
124,13408.0,2011-03-01,2459.7705,1
125,13656.0,2011-03-01,0.0,0
126,12971.0,2011-03-01,1911.426,1
127,14505.0,2011-03-01,869.1209999999999,1
128,12413.0,2011-03-01,0.0,0
129,15061.0,2011-03-01,7095.049500000001,1
130,14312.0,2011-03-01,260.1225,0
131,13280.0,2011-03-01,0.0,0
132,15845.0,2011-03-01,0.0,0
133,13488.0,2011-03-01,1173.1499999999994,1
134,15101.0,2011-03-01,0.0,0
135,16094.0,2011-03-01,0.0,0
136,16705.0,2011-03-01,0.0,0
137,16422.0,2011-03-01,5431.701,1
138,14961.0,2011-03-01,0.0,0
139,14426.0,2011-03-01,1310.7765000000009,1
140,12417.0,2011-03-01,646.14,1
141,16306.0,2011-03-01,0.0,0
142,13115.0,2011-03-01,0.0,0
143,16191.0,2011-03-01,981.3374999999999,1
144,13047.0,2011-03-01,679.9649999999999,1
145,12753.0,2011-03-01,-46.348499999999994,0
146,17696.0,2011-03-01,525.0959999999999,1
147,14702.0,2011-03-01,266.47499999999997,0
148,14031.0,2011-03-01,878.0144999999998,1
149,13187.0,2011-03-01,0.0,0
150,14047.0,2011-03-01,0.0,0
151,16150.0,2011-03-01,903.3915000000002,1
152,16013.0,2011-03-01,2968.6304999999998,1
153,16567.0,2011-03-01,0.0,0
154,17230.0,2011-03-01,335.60999999999996,0
155,12947.0,2011-03-01,0.0,0
156,14828.0,2011-03-01,814.968,1
157,16839.0,2011-03-01,3321.2025,1
158,16019.0,2011-03-01,500.47799999999995,1
159,12530.0,2011-03-01,0.0,0
160,16551.0,2011-03-01,0.0,0
161,13842.0,2011-03-01,513.2655,1
162,15194.0,2011-03-01,490.8255,0
163,12481.0,2011-03-01,1373.3609999999999,1
164,16889.0,2011-03-01,0.0,0
165,16473.0,2011-03-01,-2.0625,0
166,12829.0,2011-03-01,0.0,0
167,13750.0,2011-03-01,0.0,0
168,13426.0,2011-03-01,505.5434999999996,1
169,12583.0,2011-03-01,1176.2024999999999,1
170,13534.0,2011-03-01,830.6429999999997,1
171,14217.0,2011-03-01,214.58249999999998,0
172,12501.0,2011-03-01,0.0,0
173,15607.0,2011-03-01,0.0,0
174,15139.0,2011-03-01,0.0,0
175,16779.0,2011-03-01,1211.3969999999995,1
176,12489.0,2011-03-01,0.0,0
177,14298.0,2011-03-01,4162.289999999999,1
178,17707.0,2011-03-01,0.0,0
179,15649.0,2011-03-01,0.0,0
180,18198.0,2011-03-01,991.3860000000002,1
181,12484.0,2011-03-01,-60.224999999999994,0
182,15601.0,2011-03-01,0.0,0
183,18179.0,2011-03-01,445.929,0
184,17284.0,2011-03-01,0.0,0
185,13233.0,2011-03-01,0.0,0
186,14889.0,2011-03-01,0.0,0
187,12480.0,2011-03-01,1272.183,1
188,16955.0,2011-03-01,0.0,0
189,14672.0,2011-03-01,0.0,0
190,13593.0,2011-03-01,645.315,1
191,14867.0,2011-03-01,0.0,0
192,15485.0,2011-03-01,0.0,0
193,17243.0,2011-03-01,732.8475000000001,1
194,16923.0,2011-03-01,1936.9515000000004,1
195,15465.0,2011-03-01,1518.6599999999999,1
